title,genres,release_year,user_rating,keywords,director,description,poster_url,trailer_url,adult
The Eye,"Drama, Horror, Thriller",2008,5.8,"dying and death, blindness and impaired vision, eye operation, eyesight, sibling relationship, afterlife, classical music, eye, sister, eye specialist, remake, corneal transplant",Xavier Palud,"Violinist Sydney Wells was accidentally blinded by her sister Helen when she was five years old. She submits to a cornea transplantation, and while recovering from the operation, she realizes that she is seeing dead people.",https://image.tmdb.org/t/p/w500/9N3znJ8sHH2EQjARCrUpxMj3hWd.jpg,https://www.youtube.com/watch?v=lYlkmWZGhaY,0
Unsung Hero,"Drama, Music, Family",2024,6.7,"australia, immigrant, biography, based on true story, family, 1980s, 1990s, christian music, christian film, christian faith",Richard Ramsey,"When David Smallbone's successful music company collapses, he moves his family from Australia to the United States in search of a brighter future. With nothing more than their six children, their suitcases, and their love of music, David and his pregnant wife Helen set out to rebuild their lives from the ground up. Based on a remarkable true story, a mum's faith stands against all odds; and inspires her husband and children to hold onto theirs.",https://image.tmdb.org/t/p/w500/mtkAdP8l8Hx9bIF2JChLdpy3VQL.jpg,https://www.youtube.com/watch?v=UHyrHRNX9Rk,0
Harry Potter and the Deathly Hallows: Part 2,"Fantasy, Adventure",2011,8.1,"witch, dying and death, saving the world, self sacrifice, magic, school of witchcraft, sorcerer, school, battle, ghost, wizard, teenage hero, mysterious, christmas, based on young adult novel, good versus evil, wizarding world",David Yates,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",https://image.tmdb.org/t/p/w500/c54HpQmuwXjHq2C9wmoACjxoom3.jpg,https://www.youtube.com/watch?v=5NYt1qirBWg,0
You Only Live Twice,"Action, Thriller, Adventure",1967,6.566,"island, japan, assassin, london, england, helicopter, assassination, based on novel or book, nasa, england, funeral, vulkan, war ship, secret mission, missile, secret intelligence service, secret identity, asia, ninja fighter, secret base, secret organization, villain, phantom, sumo ringer, volcano, space, soldier, killer, secret service, blast",Lewis Gilbert,A mysterious spacecraft captures Russian and American space capsules and brings the two superpowers to the brink of war. James Bond investigates the case in Japan and comes face to face with his archenemy Blofeld.,https://image.tmdb.org/t/p/w500/fdRbvRcEXcf2rC4ghLFZzCWPSmB.jpg,https://www.youtube.com/watch?v=gMXuLObYidM,0
Enter the Dragon,Action,1973,7.4,"island, martial arts, kung fu, temple, monk, spy, shaolin, sister, hong kong, shaolin monk, east asian lead, martial arts tournament, crime lord",Robert Clouse,A martial artist agrees to spy on a reclusive crime lord using his invitation to a tournament there as cover.,https://image.tmdb.org/t/p/w500/fyrh2ULEcmLpGTVLPQqFW45hqr5.jpg,https://www.youtube.com/watch?v=CDUw0ruKzNY,0
Hitman,"Action, Thriller, Drama",2007,6.137,"assassin, government, hitman, secret identity, intelligence, soviet union, celibacy, secret society, power takeover, adversary, execution, killer, based on video game, doppelgänger, secret formula, action hero",Xavier Gens,"A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue.",https://image.tmdb.org/t/p/w500/h69UJOOKlrHcvhl5H2LY74N61DQ.jpg,https://www.youtube.com/watch?v=7A0DuqGfXqw,0
Coming to America,"Comedy, Romance",1988,6.882,"new york city, fast food restaurant, prince, fake identity, heir to the throne, royal family, fish out of water, rich man, searching for love, rich family, satirical, pretending to be poor, melodramatic, african american romance, african american lead, african royalty",John Landis,"An African prince decides it’s time for him to find a princess... and his mission leads him and his most loyal friend to Queens, New York. In disguise as an impoverished immigrant, the pampered prince quickly finds himself a new job, new friends, new digs, new enemies and lots of trouble.",https://image.tmdb.org/t/p/w500/djRAvxyvvN2yqlJKDbT3uy4vOBw.jpg,https://www.youtube.com/watch?v=ZDme5Y5E-bI,0
Odio el verano,Comedy,2024,6.5,remake,Fernando García-Ruiz Rubio,,https://image.tmdb.org/t/p/w500/jYGDR24XdGne6yr5uhG2waaHxDF.jpg,,0
Ben 10 vs. the Universe: The Movie,"Animation, Action, Adventure, Science Fiction",2020,7.5,"extraterrestrial technology, alien, based on cartoon, alien race, based on tv series, ben 10",John McIntyre,"A blast from Ben's past returns to do double the damage on Team Tennyson and planet Earth itself, forcing Ben to go interstellar to save the day. Based on the 2016 reboot.",https://image.tmdb.org/t/p/w500/34KSOJVowmkeh6G0HZJMxqdHq6s.jpg,https://www.youtube.com/watch?v=opR_2-IBw8E,0
Irreversible,"Drama, Thriller, Crime",2002,7.2,"prostitute, rape, paris, france, police, nihilism, homophobia, homicide, insanity, heroin, celibacy, trauma, assault, masochism, blood splatter, gore, knife, violence against women, love, revenge, fear, cruelty, brutality, drugs, evil, boyfriend, lgbt, misogyny, debauchery, degeneration, disfigurement, rape and revenge, dehumanization, new french extremism, altruism",Gaspar Noé,A woman’s lover and her ex-boyfriend take justice into their own hands after she becomes the victim of a rapist. Because some acts can’t be undone. Because man is an animal. Because the desire for vengeance is a natural impulse. Because most crimes remain unpunished.,https://image.tmdb.org/t/p/w500/rxeDxo8FvZpLu6iplNpxdtAVnfu.jpg,https://www.youtube.com/watch?v=FxPNSErZ5bE,1
Major Payne,"Adventure, Comedy, Family",1995,6.375,"war veteran, headquarter, military spoof, military base, military service, base, major, instructor",Nick Castle,"Major Benson Winifred Payne is being discharged from the Marines. Payne is a killin' machine, but the wars of the world are no longer fought on the battlefield. A career Marine, he has no idea what to do as a civilian, so his commander finds him a job - commanding officer of a local school's JROTC program, a bunch of ragtag losers with no hope.",https://image.tmdb.org/t/p/w500/kWHx5eq7PELkF3If7LrrhuBskRG.jpg,https://www.youtube.com/watch?v=6Vvlw7uPdn8,0
Seoul Vibe,"Action, Crime, Comedy",2022,6.5,"car race, 1980s, seoul, south korea, chun doo-hwan",Moon Hyun-sung,"Chasing speed, dreams and money, a team of drivers get involved in the slush fund investigation of a powerful figure during the 1988 Seoul Olympics.",https://image.tmdb.org/t/p/w500/txaOvJ6HURmqFbpVtJezWNWqaR4.jpg,https://www.youtube.com/watch?v=H94Vfb12Hkw,0
The Exorcist: Believer,"Horror, Thriller",2023,5.9,"faith, exorcism, possession, sequel, disappearance, death of mother, exorcist, reboot, demonic possession, religious horror, father daughter relationship, awestruck",David Gordon Green,"Since his wife's death, Victor has raised his daughter Angela alone. After she and her friend return from a three-day disappearance with missing memories, they begin displaying frightening behavior reminiscent of the MacNeil possession fifty years prior.",https://image.tmdb.org/t/p/w500/fFXkAlMH2iQrNknv4eq7LGTkcti.jpg,https://www.youtube.com/watch?v=r71FmJBoSDs,0
Lilya 4-ever,"Crime, Drama",2002,7.6,"escape, underground, despair, sweden, nightclub, human trafficking, based on true story, poverty, prostitution, sex trafficking, sex slavery, downward spiral, complex, teenage protagonist, lesbian, intense, depressing, tragic",Lukas Moodysson,"Lilja lives in poverty and dreams of a better life. Her mother moves to the United States and abandons her to her aunt, who neglects her. Lilja hangs out with her friends, Natasha and Volodya, who is suicidal. Desperate for money, she starts working as a prostitute, and later meets Andrei. He offers her a good job in Sweden, but when Lilja arrives her life quickly enters a downward spiral.",https://image.tmdb.org/t/p/w500/5i1uhvcdv2Iogx0Bb1znvUmkCvN.jpg,https://www.youtube.com/watch?v=LUHHsPP7XRM,1
Sanctuary,"Drama, Thriller",2023,6.1,"hotel, eroticism, denver, colorado, dark comedy, dominatrix, dominance, job promotion, power dynamics",Zachary Wigon,"Confined to a claustrophobic hotel room, the heir to a hotel empire and the dominatrix who has primed him for success become locked in a battle of wits and wills as he tries to end his relationship with her.",https://image.tmdb.org/t/p/w500/yGQAZupyZgT2ESbBSMZ9R0OBToo.jpg,https://www.youtube.com/watch?v=SZjTAFc97js,1
Descendants,"Family, Adventure, Fantasy, Tv Movie",2015,7.14,"witch, high school, magic, fairy tale, villain, musical, coming of age, teen movie, fairy godmother, teenage protagonist, maleficent",Kenny Ortega,"A present-day idyllic kingdom where the benevolent teenage son of King Adam and Queen Belle offers a chance of redemption for the troublemaking offspring of Disney's classic villains: Cruella De Vil (Carlos), Maleficent (Mal), the Evil Queen (Evie) and Jafar (Jay).",https://image.tmdb.org/t/p/w500/65DkgHPSLVjgr6IYkpY9Aqqqid5.jpg,https://www.youtube.com/watch?v=iQLFxkGyrRk,0
17 Again,"Comedy, Fantasy, Drama, Romance",2009,6.305,"high school, affectation, fake identity, bullying, high school sports, adult as a child, do over, age change, lighthearted, amused, enchant",Burr Steers,"On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.",https://image.tmdb.org/t/p/w500/wqE9b0bdZsubI82zdX1ykLfPajh.jpg,https://www.youtube.com/watch?v=2wn6pAIRjjY,0
The Three Musketeers,"Action, Adventure, Comedy",1993,6.397,"paris, france, based on novel or book, musketeer, king of france, 17th century, porthos, athos, d'artagnan, king louis xiii, year 1625",Stephen Herek,"D'Artagnan travels to Paris hoping to become a musketeer, one of the French king's elite bodyguards, only to discover that the corps has been disbanded by conniving Cardinal Richelieu, who secretly hopes to usurp the throne. Fortunately, Athos, Porthos and Aramis have refused to lay down their weapons and continue to protect their king. D'Artagnan joins with the rogues to expose Richelieu's plot against the crown.",https://image.tmdb.org/t/p/w500/mk8UH7JRmK8adcqJJpB1ygP7B1C.jpg,https://www.youtube.com/watch?v=FMy1TFRF8Lk,0
Girl,Thriller,2020,6.1,"daughter, small town, sheriff, father murder, uncle, dysfunctional family, revenge, axe murder, small town sheriff, father daughter relationship, mother daughter relationship",Chad Faust,"A young woman returns to her small hometown intent on killing her abusive father only to discover someone murdered him the day before. As the girl searches for answers, she uncovers a family legacy more dangerous than she'd imagined.",https://image.tmdb.org/t/p/w500/xsi8n1TVWwCq5XmID3ia0lIfTUG.jpg,https://www.youtube.com/watch?v=-gPZYXaMUGs,0
Sinister,"Horror, Thriller, Mystery",2012,6.9,"drowning, pennsylvania, usa, writing, child murder, snuff, tape, home movie footage, murder, massacre, power outage, held captive, hanging, death, car fire, attic, occult, super 8mm footage, macabre, moving in, crime novelist, book writing, supernatural horror",Scott Derrickson,"True-crime writer Ellison Oswald is in a slump; he hasn't had a best seller in more than 10 years and is becoming increasingly desperate for a hit. So, when he discovers the existence of a snuff film showing the deaths of a family, he vows to solve the mystery. He moves his own family into the victims' home and gets to work. However, when old film footage and other clues hint at the presence of a supernatural force, Ellison learns that living in the house may be fatal.",https://image.tmdb.org/t/p/w500/nzx10sca3arCeYBAomHan4Q6wa1.jpg,https://www.youtube.com/watch?v=apghx7q9oeY,0
Bottoms,Comedy,2023,6.7,"high school, cheerleader, female friendship, bullying, coming of age, teenage girl, school assembly, high school student, teen comedy, lgbt, sex comedy, duringcreditsstinger, teen anger, jocks, teen social issues, fight club, toxic masculinity, absurdist humor, witty, hilarious",Emma Seligman,Unpopular best friends PJ and Josie start a high school self-defense club to meet girls and lose their virginity. They soon find themselves in over their heads when the most popular students start beating each other up in the name of self-defense.,https://image.tmdb.org/t/p/w500/jeyTQrNEpyE1LZIgVlswYh3sc34.jpg,https://www.youtube.com/watch?v=vH5NAahf76s,1
Nobody Sleeps in the Woods Tonight 2,"Horror, Thriller, Comedy",2021,4.659,"police officer, killing spree, physical deformity, genetic mutation",Bartosz M. Kowalski,"When something horrible happens to the only survivor of a bloody massacre, an insecure rookie cop must overcome his fears to stop further carnage.",https://image.tmdb.org/t/p/w500/6QvepemlDGIiiYsVs0Y1ieFuG7N.jpg,https://www.youtube.com/watch?v=R_wIaGkiUBI,0
