title,genres,release_year,user_rating,keywords,director,description,poster_url,trailer_url,adult
Meet the Parents,"Comedy, Romance",2000,6.675,"daughter, central intelligence agency (cia), airplane, airport, nurse, cat, orderly, father-in-law, epistaxis, lost baggage, urn, pavilion, volleyball, hospital, wedding",Jay Roach,"Greg Focker is ready to marry his girlfriend, Pam, but before he pops the question, he must win over her formidable father, humorless former CIA agent Jack Byrnes, at the wedding of Pam's sister. As Greg bends over backward to make a good impression, his visit to the Byrnes home turns into a hilarious series of disasters, and everything that can go wrong does, all under Jack's critical, hawklike gaze.",https://image.tmdb.org/t/p/w500/5tXJ9ctuyEOMUFLaeqRisbXowWs.jpg,https://www.youtube.com/watch?v=I18TOdCvvdM,0
The Night Comes for Us,"Action, Crime, Thriller",2018,6.902,"assassin, gore, chinese mafia, elite unit, indonesia, massacre, fighting, triad, cold blooded killer, workshop",Timo Tjahjanto,"After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters.",https://image.tmdb.org/t/p/w500/8lI1p5cPqgXN2qrKZrmI3mhKBfs.jpg,https://www.youtube.com/watch?v=HfSisHrUTLM,0
The Dinosaur Project,"Adventure, Action, Horror",2012,5.7,"helicopter, africa, congo, jungle, dinosaur, scientist, discovery, found footage",Sid Bennett,Found footage of an expedition into the Congo jungle where a team of explorers stumbles upon a colony of Dinosaurs.,https://image.tmdb.org/t/p/w500/qmMoPP8hSFbxzLn3Tt9UonPsma9.jpg,https://www.youtube.com/watch?v=EDiVFbqtF6w,0
The Prince of Egypt,"Adventure, Animation, Drama, Family",1998,7.283,"epic, egypt, moses, kingdom, pyramid, exodus, musical, governance, ancient egypt, pharaoh, woman director, passover, music, dramatic, hopeful, powerful",Brenda Chapman,"The strong bond between two brothers is challenged when their chosen responsibilities set them at odds, with extraordinary consequences.",https://image.tmdb.org/t/p/w500/2xUjYwL6Ol7TLJPPKs7sYW5PWLX.jpg,https://www.youtube.com/watch?v=gGB1bCrJnL4,0
The Forever Purge,"Horror, Action, Thriller",2021,6.9,"texas, sequel, prequel, murder, desert, purge, family surviving alone, guns and weapons",Everardo Gout,All the rules are broken as a sect of lawless marauders decides that the annual Purge does not stop at daybreak and instead should never end as they chase a group of immigrants who they want to punish because of their harsh historical past.,https://image.tmdb.org/t/p/w500/lB068qa6bQ0QKYKyC2xnYGvYjl7.jpg,https://www.youtube.com/watch?v=xOrXpK-rUaI,0
The Blind Side,Drama,2009,7.676,"sports, american football, adoption, private school, education, based on true story, memphis, tennessee, duringcreditsstinger, christian, high school football",John Lee Hancock,"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",https://image.tmdb.org/t/p/w500/bMgq7VBriuBFknXEe9E9pVBYGZq.jpg,https://www.youtube.com/watch?v=KA56LqFszYI,0
Through My Window 3: Looking at You,"Romance, Drama, Comedy",2024,6.903,"based on novel or book, class differences, teenage romance",Marçal Forés,"After the events of the summer, Ares and Raquel they don't see a way forward in their relationship and decide to go separate ways. But when they meet again in the winter in Barcelona, the love and desire they feel for each other is undeniable. Will they be able to find a way to get back together?",https://image.tmdb.org/t/p/w500/gwpTgtwVAwmvivBN8rAQABpx9Am.jpg,https://www.youtube.com/watch?v=G_WsQNsfx1Q,0
Delinquent in Drag,"Animation, Comedy, Action",1992,4.0,"gender disguise, anime, crossdressing",Yusaku Saotome,"Does being the only guy in an all girl school sound like paradise? It might be, if the girls knew you were a guy, but to stay in school teenage pervert Banji can't let can't let anyone find out his chromosomes don't match. Banji's status conscious parents want him to go to a good school, but not enough to spend the money on a good co-ed school. Now, in addition to studying math and science, Banji has to learn how to put on a bra and makeup. His life has become a living hell. Not only is he at the bottom of the social pecking order, he must also got to conceal his inner-masculinity from the pretty classmate girl who's stolen his heart while avoiding the female bullies who threaten to expose his less-than-feminine charms in the locker room.",https://image.tmdb.org/t/p/w500/rWEykM1thLhYee6mK25fGLXyO14.jpg,,0
Fast Charlie,"Action, Crime, Drama",2023,6.3,"based on novel or book, hitman",Phillip Noyce,"When his aging mob boss is whacked, Charlie Swift, a loyal friend and hired gun, will stop at nothing to destroy the upcoming crew that took him out.",https://image.tmdb.org/t/p/w500/w0rYX6dDvcz1ASO4MAKPviaAj2x.jpg,https://www.youtube.com/watch?v=geZ-0zEHx60,0
Happy Gilmore,Comedy,1996,6.641,"sports, loss of loved one, golf, taxes, anger issues, old-age home, sports comedy",Dennis Dugan,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",https://image.tmdb.org/t/p/w500/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg,https://www.youtube.com/watch?v=y1emDAYCfVQ,0
Freedom,"Action, Romance, Drama",2024,6.58,"robber, lovers, heist, infamous, inspired by true events",Mélanie Laurent,"Inspired by the true events of one of France's most notorious non-violent robbers, Bruno Sulak, in the 1980s. He led multiple heists, then captured public attention for his many daring escapes from police custody...always to reunite with his beloved lover and accomplice Annie, becoming both France's Public Enemy #1 and an icon of Freedom.",https://image.tmdb.org/t/p/w500/b2YL2kncIqlcDcqly78AsOPJi6r.jpg,https://www.youtube.com/watch?v=vvOGbO0E-Rw,0
Shark Bait,"Animation, Family",2006,5.0,"fish, shark",Howard E. Baker,"After losing everything, a young fish, Pi, goes to live with his family on the Reef. There he meets the love of his life but finds that she already has the unwanted affections of a bully shark. He must follow his destiny to save her and rid the Reef of this menace for good.",https://image.tmdb.org/t/p/w500/xmFSuoUfA1t4xsGKFR6i4kFvmWM.jpg,,0
He Never Died,"Comedy, Drama, Fantasy, Horror",2015,6.184,"vampire, bible, flesh eating, immortal, father daughter relationship",Jason Krawczyk,Jack is a solitary man with a mysterious past. His strange habits will soon become stranger when his past catches up with him.,https://image.tmdb.org/t/p/w500/vzqwe4uuINJhbPqvlbVShBnCvHv.jpg,https://www.youtube.com/watch?v=7apn63fyu_A,0
Phineas and Ferb The Movie: Across the 2nd Dimension,"Animation, Comedy, Family, Tv Movie, Science Fiction, Adventure, Action",2011,7.1,"monster, sibling relationship, one-sided love, secret agent, mad scientist, alternate dimension, growing up, dating, super villain, pet owner reunion",Robert Hughes,"Phineas and Ferb get trapped in an alternate dimension where the evil Doofenshmirtz rules the tri-state area. They must find a way back home with the help of their pet platypus named Perry, who they discover is a secret agent.",https://image.tmdb.org/t/p/w500/updMFSOZwEftfkJRpozwBlRlYI2.jpg,https://www.youtube.com/watch?v=jwfNAPIfip4,0
Suzume,"Animation, Drama, Adventure, Fantasy",2022,7.945,"magic, door, natural disaster, calamity, travel, teenage girl, female protagonist, supernatural creature, enviromental, journey, anime, adventure",Makoto Shinkai,"Suzume, 17, lost her mother as a little girl. On her way to school, she meets a mysterious young man. But her curiosity unleashes a calamity that endangers the entire population of Japan, and so Suzume embarks on a journey to set things right.",https://image.tmdb.org/t/p/w500/yStW1TXF5s7Tbtu9KjIZEaWl6HL.jpg,https://www.youtube.com/watch?v=g0JMPkn7Wuo,0
Temurun,"Horror, Thriller",2024,6.3,"hereditary disease, ritual, meat, psychological thriller, devil, haunted, pyschopath, heritage, psychological, psychological horror",Inarah Syarafina,"After their mother dies during a violent break-in, two siblings move in with their estranged father discover their family's sinister heritage.",https://image.tmdb.org/t/p/w500/mfZmaNJonng2yv6ZynxI1ZEhYtW.jpg,https://www.youtube.com/watch?v=luo62FPh1x4,0
Knocked Up,"Comedy, Romance, Drama",2007,6.287,"alcohol, pregnancy, bed, one-night stand, condom, paternity, drug use, beard, unprotected sex, duringcreditsstinger",Judd Apatow,"A slacker and a career-driven woman accidentally conceive a child after a one-night stand. As they try to make the relationship work, they must navigate the challenges of parenthood and their differences in lifestyle and maturity.",https://image.tmdb.org/t/p/w500/b4OaXw2MW97VvIiZE0Sbn1NfxSh.jpg,https://www.youtube.com/watch?v=K6oqO-xMERc,1
War Horse,"War, History, Adventure",2011,7.3,"world war i, horse, farm life, execution, trapped, alcoholic, cavalry, plowing, artillery, candid, loving, depressing, compassionate",Steven Spielberg,"On the brink of the First World War, Albert's beloved horse Joey is sold to the Cavalry by his father. Against the backdrop of the Great War, Joey begins an odyssey full of danger, joy, and sorrow, and he transforms everyone he meets along the way. Meanwhile, Albert, unable to forget his equine friend, searches the battlefields of France to find Joey and bring him home.",https://image.tmdb.org/t/p/w500/nF66DU2zPLFb9CxDQNSNX2RgNaq.jpg,https://www.youtube.com/watch?v=kEhmx28Tbek,0
Project X,Comedy,2012,6.882,"high school, birthday, birthday party, house party, teen movie, high school student, fake documentary",Nima Nourizadeh,"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",https://image.tmdb.org/t/p/w500/lUPDGT3lyRrq8SvWuNWG2DP64bR.jpg,https://www.youtube.com/watch?v=l5m4bPQLPZ8,0
Baby's Day Out,"Comedy, Adventure, Family, Crime, Drama",1994,6.4,"chicago, illinois, baby, kidnapping, gorilla, stupidity, hoodlum, child kidnapping, lost child, baby protagonist, child outsmarts adult",Patrick Read Johnson,"Baby Bink couldn't ask for more: he has adoring (if somewhat sickly-sweet) parents, lives in a huge mansion, and he's just about to appear in the social pages of the paper. Unfortunately, not everyone in the world is as nice as Baby Bink's parents—especially the three enterprising kidnappers who pretend to be photographers from the newspaper. Successfully kidnapping Baby Bink, they have a harder time keeping hold of the rascal, who not only keeps one step ahead of them, but seems to be more than a little bit smarter than the three bumbling criminals.",https://image.tmdb.org/t/p/w500/21U2jwl36hoTHsXB3fDuIQkcchu.jpg,https://www.youtube.com/watch?v=pzow5wUp7hY,0
Abigail,"Horror, Thriller",2024,6.798,"ransom, vampire, kidnapping, halloween, exploding body, ballerina, reverse trap, dracula, evil kid, amused",Tyler Gillett,"A group of criminals kidnap a teenage ballet dancer, the daughter of a notorious gang leader, in order to obtain a ransom of $50 million, but over time, they discover that she is not just an ordinary girl. After the kidnappers begin to diminish, one by one, they discover, to their increasing horror, that they are locked inside with no normal little girl.",https://image.tmdb.org/t/p/w500/5gKKSoD3iezjoL7YqZONjmyAiRA.jpg,https://www.youtube.com/watch?v=xtAL2x58hns,0
Love Don't Co$t a Thing,"Comedy, Drama, Family, Romance",2003,7.4,woman director,Troy Byer,High school loser pays a cheerleader to pose as his girlfriend so he can be considered cool.,https://image.tmdb.org/t/p/w500/88zspc72LIkfiuMnGpHnsWCuqEH.jpg,https://www.youtube.com/watch?v=qi83JMiIq1c,0
Norbit,Comedy,2007,5.7,"orphanage, overweight woman",Brian Robbins,"A mild-mannered guy who is engaged to a monstrous woman meets the woman of his dreams, and schemes to find a way to be with her.",https://image.tmdb.org/t/p/w500/adBqvVwyzHgDzZJnNCqe8RWImxV.jpg,https://www.youtube.com/watch?v=IsJCWdwVdQ0,0
X+Y,Drama,2014,6.7,"autism, mathematics, child prodigy, death of father, coming of age, social outcast, cambridge university",Morgan Matthews,A socially awkward teenage math prodigy finds new confidence and new friendships when he lands a spot on the British squad at the International Mathematics Olympiad.,https://image.tmdb.org/t/p/w500/jYkfSWb9rlTTzvLclCuJwm48kbl.jpg,https://www.youtube.com/watch?v=KK6V-uOw04I,0
Thor: Ragnarok,"Action, Adventure, Science Fiction",2017,7.59,"superhero, based on comic, sequel, alien planet, female villain, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), norse god, loki, antagonistic, brisk, informative",Taika Waititi,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",https://image.tmdb.org/t/p/w500/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg,https://www.youtube.com/watch?v=ue80QwXMRHg,0
Mummies,"Animation, Adventure, Fantasy",2023,6.98,"egypt, london, england, museum, mummy, chariot race, musical, wedding ring, archaeologist, ancient egypt, aftercreditsstinger, journey, present day",Juan Jesús García Galocha,"Through a series of unfortunate events, three mummies end up in present-day London and embark on a wacky and hilarious journey in search of an old ring belonging to the Royal Family, stolen by ambitious archaeologist Lord Carnaby.",https://image.tmdb.org/t/p/w500/r6Ghtw9ENhTXfeUsd1Al20ZAvX.jpg,https://www.youtube.com/watch?v=X6rNGDAiFjQ,0
Cars 2,"Animation, Family, Adventure, Comedy",2011,6.132,"car race, sports, spy, villain, sequel, anthropomorphism, best friend, british spy, duringcreditsstinger, grand prix, loving, pathetic, absurd, тачки pixar",John Lasseter,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,https://image.tmdb.org/t/p/w500/okIz1HyxeVOMzYwwHUjH2pHi74I.jpg,https://www.youtube.com/watch?v=lg5hj2c5Nkk,0
A Real Young Girl,Drama,1976,5.4,"puberty, first time, france, parent child relationship, love at first sight, eroticism, women's sexual identity, provocation, precocity, girls' boarding school, teenage crush, woman director",Catherine Breillat,"Bored and restless, Alice spends much of her time lusting after Jim, a local sawmill worker. When not lusting after him, Alice fills the hours with such pursuits as writing her name on a mirror with vaginal secretions and wandering the fields with her underwear around her ankles. And, in true teenaged tradition, she spends a lot of time writing in her diary.",https://image.tmdb.org/t/p/w500/kuSYd4AGcfydRtkcVLqas0zLtql.jpg,,1
R.I.P.D. 2: Rise of the Damned,"Fantasy, Action, Comedy",2022,6.4,"sheriff, afterlife, based on comic, prequel, american west, 1870s, amused, farcical",Paul Leyden,"When Sheriff Roy Pulsipher finds himself in the afterlife, he joins a special police force and returns to Earth to save humanity from the undead.",https://image.tmdb.org/t/p/w500/g4yJTzMtOBUTAR2Qnmj8TYIcFVq.jpg,https://www.youtube.com/watch?v=L_REOJnLLNI,0
Alex Cross,"Action, Thriller, Crime, Mystery",2012,5.2,"based on novel or book, pain, prequel, torture, detroit, michigan, psychotic, childhood friends, pregnant wife, police psychologist, multiple murder, contract killer, homicide detective, ex military, sadistic psychopath, twisted, personal, married with children, suspense thriller, paralyzing drug",Rob Cohen,"Alex Cross, a genius homicide detective/psychologist is trying to clean up the mean streets of Detroit while keeping his family out of the line of fire. As he mulls over accepting a job with the FBI, he is told that a friend has been murdered and he vows to track down the killer. Soon, he and his team are forced to match wits with a psychotic contract killer, who displays a disturbing commitment towards seeing his job through.",https://image.tmdb.org/t/p/w500/bQYXid9o6nunJBgmmjo6JFIQe1p.jpg,https://www.youtube.com/watch?v=Uw7PhPD31Ws,0
Universal Soldier,"Thriller, Action, Science Fiction, Crime",1992,6.3,"vietnam, revitalization, barrage, reporter, soldier",Roland Emmerich,"An American soldier who had been killed during the Vietnam War is revived 25 years later by the military as a semi-android, UniSols, a high-tech soldier of the future. After the failure of the initiative to erase all the soldier's memories, he begins to experience flashbacks that are forcing him to recall his past.",https://image.tmdb.org/t/p/w500/fp0mWrHl1SW9PhP8QcsgYPoVYFc.jpg,https://www.youtube.com/watch?v=J2vgzkCiCIs,0
Blockers,Comedy,2018,6.3,"parent child relationship, loss of virginity, house party, prom, teenage girl, teen comedy, teenage sexuality, woman director, prom night, mid-life crisis, teenager",Kay Cannon,"When three parents discover that each of their daughters have a pact to lose their virginity at prom, they launch a covert one-night operation to stop the teens from sealing the deal.",https://image.tmdb.org/t/p/w500/uvlUQXg0AlpGzKukO11K7QtW3Yu.jpg,https://www.youtube.com/watch?v=RfFcaV5O7SU,1
The Texas Chainsaw Massacre: The Beginning,Horror,2006,6.1,"war veteran, sadism, psychopath, mass murder, chain saw, gore, knife, biker, prequel, murder, serial killer, leatherface, slaughterhouse, slasher, chainsaw, torture, cruelty, series of murders, cannibal, severed foot, meat hook, severed hand, 1960s",Jonathan Liebesman,"Chrissie and her friends set out on a road trip for a final fling before one is shipped off to Vietnam. Along the way, bikers harass the foursome and cause an accident that throws Chrissie from the vehicle. The lawman who arrives on the scene kills one of the bikers and brings Chrissie's friends to the Hewitt homestead, where young Leatherface is learning the tools of terror.",https://image.tmdb.org/t/p/w500/2S0XKVZGZUnsF4DjLOyZ0C63bWO.jpg,https://www.youtube.com/watch?v=2OKXd2j6Fmo,0
The Holdovers,"Comedy, Drama",2023,7.7,"vietnam war, winter, boarding school, holiday, boston, massachusetts, 1970s, affectation, alcoholism, grief, misfit, mental illness, teacher student relationship, new england, boys' boarding school, christmas, winter break, troubled youth, loss of son, christmas time, cook, admiring",Alexander Payne,"A curmudgeonly instructor at a New England prep school is forced to remain on campus during Christmas break to babysit the handful of students with nowhere to go. Eventually, he forms an unlikely bond with one of them — a damaged, brainy troublemaker — and with the school’s head cook, who has just lost a son in Vietnam.",https://image.tmdb.org/t/p/w500/VHSzNBTwxV8vh7wylo7O9CLdac.jpg,https://www.youtube.com/watch?v=AhKLpJmHhIg,0
Blitz,"Crime, Action, Thriller",2011,6.173,"london, england, based on novel or book, homophobia, psychopath, revenge, murder, arson, serial killer, lawyer, police detective, lgbt, mean spirited",Elliott Lester,A tough cop is dispatched to take down a serial killer who has been targeting police officers.,https://image.tmdb.org/t/p/w500/qjqmhhc7uLub22mhu4V6DjOBwXM.jpg,https://www.youtube.com/watch?v=UrYUrkj_6BY,0
The Messengers,"Mystery, Thriller, Horror",2007,5.7,"child murder, north dakota, little boy, rural area, sunflower, raven, death threat",Oxide Pang Shun,"When the Solomons trade in the craziness of big-city life for the quiet of a North Dakota farm, little do they expect the nightmare that follows. Soon after arriving, teenage Jess (Kristen Stewart) and her younger brother see terrifying apparitions and endure attacks from a supernatural source. Jess must warn her disbelieving family before it is too late to save them.",https://image.tmdb.org/t/p/w500/ituR560dbnV4WAFPY0jJlEenGiW.jpg,https://www.youtube.com/watch?v=22XGp20H-A4,0
The Empire Strikes Back,"Adventure, Action, Science Fiction",1980,8.392,"rebellion, android, spacecraft, asteroid, rebel, space battle, snowstorm, space colony, swamp, space opera, nostalgic, artic",Irvin Kershner,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",https://image.tmdb.org/t/p/w500/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg,https://www.youtube.com/watch?v=vU6L3jXt2r8,0
"Farewell, My Queen","Drama, History",2012,5.9,"marie antoinette, versailles, lgbt, 18th century, reader, french court, lady in waiting, identity swap, embroidery, fashion design, austrian, louis xvi, large jewel, dead rat, green dress",Benoît Jacquot,A look at the relationship between Marie Antoinette and one of her readers during the final days of the French Revolution.,https://image.tmdb.org/t/p/w500/9QAM1qZMtH4hmyKs0Wq7qRGK5a8.jpg,https://www.youtube.com/watch?v=4LFqTeH1Ad0,0
La Llorona,"Thriller, Horror, Drama",2019,6.411,"war crimes, dictator, trial, genocide, guatemala, war criminal, indigenous peoples, guatemalan civil war",Jayro Bustamante,"Accused of the genocide of Mayan people, retired general Enrique is trapped in his mansion by massive protests. Abandoned by his staff, the indignant old man and his family must face the devastating truth of his actions and the growing sense that a wrathful supernatural force is targeting them for his crimes.",https://image.tmdb.org/t/p/w500/2AmTEIwxy1VkcZe32Fs34S37qJ2.jpg,https://www.youtube.com/watch?v=SVf8in0dj9s,0
1978,"Horror, Thriller, Drama",2024,7.2,,Nicolás Onetti,"During the World Cup final between Argentina and Holland, in times of military dictatorship, a group of torturers kidnap a group of young people. What begins as an inhumane interrogation turns into hell: the wrong group has been kidnapped.",https://image.tmdb.org/t/p/w500/zn7oyy7KTlC01XD3pUn82V9Od0P.jpg,https://www.youtube.com/watch?v=8rSWdcp0nxw,0
Camp Rock 2: The Final Jam,"Comedy, Music, Tv Movie",2010,6.3,"summer camp, battle of the bands, camp, singing, singing competition",Paul Hoen,"Mitchie can't wait to go back to Camp Rock and spend the summer making new music with her friends and superstar Shane Gray. But the slick new camp across the lake, Camp Star, has drummed up some serious competition – featuring newcomers Luke and Dana. In a sensational battle of the bands, with Camp Rock's future at stake, will Camp Star's flashy production and over-the-top antics win out, or will Camp Rockers prove that music, teamwork, and spirit are what truly matter?",https://image.tmdb.org/t/p/w500/8RSdWqC259zR72Jjo6ANAM4ndhM.jpg,https://www.youtube.com/watch?v=1yKLEoImqw8,1
Robin Hood,"Animation, Family, Adventure",1973,7.3,"hero, right and justice, fox, villain, robin hood, forest, animal as human, sherwood forest, outlaw, teacher, thief, bear, playful, romantic, whimsical",Wolfgang Reitherman,"With King Richard off to the Crusades, Prince John and his slithering minion, Sir Hiss, set about taxing Nottingham's citizens with support from the corrupt sheriff - and staunch opposition by the wily Robin Hood and his band of merry men.",https://image.tmdb.org/t/p/w500/alcY9jZBgKw9OB7hiPYVNvh03Sb.jpg,https://www.youtube.com/watch?v=z4rLod7TBEY,0
Conan the Destroyer,"Adventure, Fantasy, Action",1984,6.1,"epic, gladiator, swordplay, fight, magic, sword, lone wolf, black magic, warrior woman, stone age, thief, royalty, barbarian, wizard, warrior, action hero, sword and sorcery, good versus evil",Richard Fleischer,"Conan is commissioned by the evil queen Taramis to safely escort a teen princess and her powerful bodyguard to a far away castle to retrieve the magic Horn of Dagoth. Unknown to Conan, the queen plans to sacrifice the princess when she returns and inherit her kingdom after the bodyguard kills Conan. The queen's plans fail to take into consideration Conan's strength and cunning and the abilities of his sidekicks: the eccentric wizard Akiro, the warrior woman Zula, and the inept Malak. Together the hero and his allies must defeat both mortal and supernatural foes in this voyage to sword-and-sorcery land.",https://image.tmdb.org/t/p/w500/m5i7S46DT1ESy7URkh2l92awGRr.jpg,https://www.youtube.com/watch?v=wdG_m4ynic0,1
The Maltese Falcon,"Mystery, Crime, Thriller",1941,7.704,"based on novel or book, san francisco, california, loss of loved one, detective, film noir, murder, statuette, whodunit, black and white, private detective, black bird, private eye",John Huston,"A private detective takes on a case that involves him with three eccentric criminals, a beautiful liar, and their quest for a priceless statuette.",https://image.tmdb.org/t/p/w500/bf4o6Uzw5wqLjdKwRuiDrN1xyvl.jpg,https://www.youtube.com/watch?v=Yv-BPuqhW9U,0
Airport 1975,"Drama, Thriller, Action",1974,5.691,"helicopter, husband wife relationship, airplane, cataclysm, airport, based on novel or book, guitar, stewardess, pilot, alcoholism, sequel, aviation, salt lake city, utah, teenage girl, singing nun, mid air collision, airplane accident, los angeles, california, disaster movie",Jack Smight,"When an in-flight collision incapacitates the pilots of an airplane bound for Los Angeles, stewardess Nancy Pryor is forced to take over the controls. From the ground, her boyfriend Alan Murdock, a retired test pilot, tries to talk her through piloting and landing the 747 aircraft. Worse yet, the anxious passengers — among which are a noisy nun and a cranky man — are aggravating the already tense atmosphere.",https://image.tmdb.org/t/p/w500/etfUuwVCvywq8mGspT94CBeLpSz.jpg,https://www.youtube.com/watch?v=h-l3wzkCwiU,0
Casper,"Fantasy, Comedy, Family",1995,6.325,"friendship, afterlife, supernatural, halloween, bullying, treasure hunt, based on comic, friends, teenage girl, ghost hunting, super power, psychiatry, ghost, disorder, young heroes, imaginary, mischievous children, ghost child, mischief, unfinished business",Brad Silberling,"Casper is a kind young ghost who peacefully haunts a mansion in Maine. When specialist James Harvey arrives to communicate with Casper and his fellow spirits, he brings along his teenage daughter, Kat. Casper quickly falls in love with Kat, but their budding relationship is complicated not only by his transparent state, but also by his troublemaking apparition uncles and their mischievous antics.",https://image.tmdb.org/t/p/w500/2ah8fNJFZVU3vcXhU5xfAYi2eym.jpg,https://www.youtube.com/watch?v=1RM2TV4vDUY,0
Polar,"Action, Crime, Drama",2019,6.294,"assassin, hitman, montana, chile, based on graphic novel, isolated house, criminal organization, neo-noir, forced retirement",Jonas Åkerlund,"When a retiring assassin realizes that he is the target of a hit, he winds up back in the game going head to head with a gang of younger, ruthless killers.",https://image.tmdb.org/t/p/w500/qOBEpKVLl8Q9CZScbOcRRVISezV.jpg,https://www.youtube.com/watch?v=oMHwRal-AR8,0
My Führer,"War, Comedy, Drama",2007,5.7,"berlin, germany, nazi, propaganda, concentration camp, world war ii, attempted murder, manipulation, controversy, black humor, satire, speech, narration from grave, german shepherd, joseph goebbels, adolf hitler, antisemitism, acting lesson",Dani Levy,"Hitler no longer believes in himself, and can barely see himself as an equal to even his sheep dog. But to seize the helm of the war he would have to create one of his famous fiery speeches to mobilize the masses. Goebbels therefore brings a Jewish acting teacher Grünbaum and his family from the camps in order to train the leader in rhetoric. Grünbaum is torn, but starts Hitler in his therapy ...",https://image.tmdb.org/t/p/w500/kTQMykCLzJ2jtagyXGSqX0ieAKf.jpg,https://www.youtube.com/watch?v=dOrHmivPEhk,1
Commando,"Action, Adventure, Thriller",1985,6.7,"daughter, fight, kidnapping, mercenary, lone wolf, rescue mission, father, us army, gunfight, los angeles, california, terrorism, nostalgic, action hero",Mark L. Lester,"John Matrix, the former leader of a special commando strike force that always got the toughest jobs done, is forced back into action when his young daughter is kidnapped. To find her, Matrix has to fight his way through an array of punks, killers, one of his former commandos, and a fully equipped private army. With the help of a feisty stewardess and an old friend, Matrix has only a few hours to overcome his greatest challenge: finding his daughter before she's killed.",https://image.tmdb.org/t/p/w500/ollPAAAgZ7euU8VisfqU3cuXhZ6.jpg,https://www.youtube.com/watch?v=VgDU6sOu334,0
Ring,"Horror, Thriller",1998,7.1,"journalist, island, supernatural, telephone, halloween, paranormal, urban legend, curse, cabin in the woods, well, videotape",Hideo Nakata,"A mysterious video has been linked to a number of deaths, and when an inquisitive journalist finds the tape and views it herself, she sets in motion a chain of events that puts her own life in danger.",https://image.tmdb.org/t/p/w500/1YINof6kN5yRdePEbcU5360ejoq.jpg,https://www.youtube.com/watch?v=yAmO3vanfDQ,0
The Tower,"Horror, Fantasy, Drama",2023,4.7,bottomless,Guillaume Nicloux,"In the heart of a city, the inhabitants of a tower wake up one morning to find that their building is shrouded in an opaque fog, obstructing doors and windows - a strange dark matter that devours anything that tries to pass through it. Trapped, the residents try to organize themselves, but to ensure their survival they gradually succumb to their most primitive instincts, until they sink into horror...",https://image.tmdb.org/t/p/w500/9wcvKsdNs5eImAYFD4b12d0fSs9.jpg,https://www.youtube.com/watch?v=dOTgNLRrsq0,0
The Super Mario Bros. Movie,"Animation, Family, Adventure, Fantasy, Comedy",2023,7.642,"gorilla, plumber, villain, anthropomorphism, magic mushroom, based on video game, toad, aftercreditsstinger, duringcreditsstinger, damsel in distress, piano, brother brother relationship, illumination, evil king, celebratory",Aaron Horvath,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",https://image.tmdb.org/t/p/w500/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,https://www.youtube.com/watch?v=RjNcTBXTk4I,0
Lucky Number Slevin,"Drama, Thriller, Crime, Mystery",2006,7.482,"sniper, assassin, assassination, gambling debt, identity, boss, gangster, mistake in person, fbi, murder, sniper rifle, horse racing, gambler, hoodlum, aggressive, amused",Paul McGuigan,"Slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. Under constant watch, Slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma.",https://image.tmdb.org/t/p/w500/x21s3p5wPww534nYj1cWakTcqz4.jpg,https://www.youtube.com/watch?v=mGQmSCQrKKQ,0
Crazy Rich Asians,"Comedy, Romance",2018,7.065,"based on novel or book, professor, singapore, wedding, east asian lead, wealthy family, asian american",Jon M. Chu,"An American-born Chinese economics professor accompanies her boyfriend to Singapore for his best friend's wedding, only to get thrust into the lives of Asia's rich and famous.",https://image.tmdb.org/t/p/w500/1XxL4LJ5WHdrcYcihEZUCgNCpAW.jpg,https://www.youtube.com/watch?v=ZQ-YX-5bAs0,0
